detector_a_name,detector_b_name,estimation_label,tomography_setting_a,tomography_setting_b,repetition,coincidences,timestamp
1,11,C,H,H,9,0,2025-05-28--11h-38m-51s-740482
1,10,C,H,H,9,0,2025-05-28--11h-38m-51s-740482
1,4,DB_H,H,H,9,1,2025-05-28--11h-38m-51s-740482
1,7,SB,H,H,9,0,2025-05-28--11h-38m-51s-740482
1,2,SB,H,H,9,0,2025-05-28--11h-38m-51s-740482
4,9,C,H,H,9,0,2025-05-28--11h-38m-51s-740482
4,12,C,H,H,9,0,2025-05-28--11h-38m-51s-740482
4,11,C,H,H,9,0,2025-05-28--11h-38m-51s-740482
4,10,C,H,H,9,0,2025-05-28--11h-38m-51s-740482
4,7,SB,H,H,9,0,2025-05-28--11h-38m-51s-740482
7,9,C,H,H,9,0,2025-05-28--11h-38m-51s-740482
7,12,C,H,H,9,0,2025-05-28--11h-38m-51s-740482
7,11,C,H,H,9,0,2025-05-28--11h-38m-51s-740482
7,10,C,H,H,9,0,2025-05-28--11h-38m-51s-740482
2,9,C,H,H,9,0,2025-05-28--11h-38m-51s-740482
2,12,C,H,H,9,0,2025-05-28--11h-38m-51s-740482
2,11,C,H,H,9,0,2025-05-28--11h-38m-51s-740482
2,10,C,H,H,9,0,2025-05-28--11h-38m-51s-740482
2,4,SB,H,H,9,0,2025-05-28--11h-38m-51s-740482
2,7,DB_V,H,H,9,0,2025-05-28--11h-38m-51s-740482
9,12,DB_H,H,H,10,0,2025-05-28--11h-38m-51s-760216
9,11,SB,H,H,10,0,2025-05-28--11h-38m-51s-760216
9,10,SB,H,H,10,0,2025-05-28--11h-38m-51s-760216
11,12,SB,H,H,10,0,2025-05-28--11h-38m-51s-760216
10,12,SB,H,H,10,0,2025-05-28--11h-38m-51s-760216
10,11,DB_V,H,H,10,0,2025-05-28--11h-38m-51s-760216
1,9,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
1,12,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
1,11,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
1,10,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
1,4,DB_H,H,H,10,1,2025-05-28--11h-38m-51s-760216
1,7,SB,H,H,10,0,2025-05-28--11h-38m-51s-760216
1,2,SB,H,H,10,0,2025-05-28--11h-38m-51s-760216
4,9,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
4,12,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
4,11,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
4,10,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
4,7,SB,H,H,10,1,2025-05-28--11h-38m-51s-760216
7,9,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
7,12,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
7,11,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
7,10,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
2,9,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
2,12,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
2,11,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
2,10,C,H,H,10,0,2025-05-28--11h-38m-51s-760216
2,4,SB,H,H,10,0,2025-05-28--11h-38m-51s-760216
2,7,DB_V,H,H,10,0,2025-05-28--11h-38m-51s-760216
9,12,DB_H,H,H,11,0,2025-05-28--11h-38m-51s-780125
9,11,SB,H,H,11,0,2025-05-28--11h-38m-51s-780125
9,10,SB,H,H,11,0,2025-05-28--11h-38m-51s-780125
11,12,SB,H,H,11,0,2025-05-28--11h-38m-51s-780125
10,12,SB,H,H,11,0,2025-05-28--11h-38m-51s-780125
10,11,DB_V,H,H,11,0,2025-05-28--11h-38m-51s-780125
1,9,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
1,12,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
1,11,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
1,10,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
1,4,DB_H,H,H,11,2,2025-05-28--11h-38m-51s-780125
1,7,SB,H,H,11,0,2025-05-28--11h-38m-51s-780125
1,2,SB,H,H,11,0,2025-05-28--11h-38m-51s-780125
4,9,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
4,12,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
4,11,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
4,10,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
4,7,SB,H,H,11,0,2025-05-28--11h-38m-51s-780125
7,9,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
7,12,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
7,11,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
7,10,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
2,9,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
2,12,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
2,11,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
2,10,C,H,H,11,0,2025-05-28--11h-38m-51s-780125
2,4,SB,H,H,11,0,2025-05-28--11h-38m-51s-780125
2,7,DB_V,H,H,11,0,2025-05-28--11h-38m-51s-780125
9,12,DB_H,H,H,12,0,2025-05-28--11h-38m-51s-799387
9,11,SB,H,H,12,0,2025-05-28--11h-38m-51s-799387
9,10,SB,H,H,12,0,2025-05-28--11h-38m-51s-799387
11,12,SB,H,H,12,0,2025-05-28--11h-38m-51s-799387
10,12,SB,H,H,12,0,2025-05-28--11h-38m-51s-799387
10,11,DB_V,H,H,12,0,2025-05-28--11h-38m-51s-799387
1,9,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
1,12,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
1,11,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
1,10,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
1,4,DB_H,H,H,12,0,2025-05-28--11h-38m-51s-799387
1,7,SB,H,H,12,0,2025-05-28--11h-38m-51s-799387
1,2,SB,H,H,12,0,2025-05-28--11h-38m-51s-799387
4,9,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
4,12,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
4,11,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
4,10,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
4,7,SB,H,H,12,0,2025-05-28--11h-38m-51s-799387
7,9,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
7,12,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
7,11,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
7,10,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
2,9,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
2,12,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
2,11,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
2,10,C,H,H,12,0,2025-05-28--11h-38m-51s-799387
2,4,SB,H,H,12,0,2025-05-28--11h-38m-51s-799387
2,7,DB_V,H,H,12,0,2025-05-28--11h-38m-51s-799387
9,12,DB_H,H,H,13,0,2025-05-28--11h-38m-51s-819634
9,11,SB,H,H,13,0,2025-05-28--11h-38m-51s-819634
9,10,SB,H,H,13,0,2025-05-28--11h-38m-51s-819634
11,12,SB,H,H,13,0,2025-05-28--11h-38m-51s-819634
10,12,SB,H,H,13,0,2025-05-28--11h-38m-51s-819634
10,11,DB_V,H,H,13,0,2025-05-28--11h-38m-51s-819634
1,9,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
1,12,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
1,11,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
1,10,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
1,4,DB_H,H,H,13,0,2025-05-28--11h-38m-51s-819634
1,7,SB,H,H,13,0,2025-05-28--11h-38m-51s-819634
1,2,SB,H,H,13,0,2025-05-28--11h-38m-51s-819634
4,9,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
4,12,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
4,11,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
4,10,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
4,7,SB,H,H,13,0,2025-05-28--11h-38m-51s-819634
7,9,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
7,12,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
7,11,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
7,10,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
2,9,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
2,12,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
2,11,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
2,10,C,H,H,13,0,2025-05-28--11h-38m-51s-819634
2,4,SB,H,H,13,0,2025-05-28--11h-38m-51s-819634
2,7,DB_V,H,H,13,0,2025-05-28--11h-38m-51s-819634
9,12,DB_H,H,H,14,2,2025-05-28--11h-38m-51s-839269
9,11,SB,H,H,14,1,2025-05-28--11h-38m-51s-839269
9,10,SB,H,H,14,0,2025-05-28--11h-38m-51s-839269
11,12,SB,H,H,14,0,2025-05-28--11h-38m-51s-839269
10,12,SB,H,H,14,0,2025-05-28--11h-38m-51s-839269
10,11,DB_V,H,H,14,0,2025-05-28--11h-38m-51s-839269
1,9,C,H,H,14,0,2025-05-28--11h-38m-51s-839269
1,12,C,H,H,14,0,2025-05-28--11h-38m-51s-839269
1,11,C,H,H,14,0,2025-05-28--11h-38m-51s-839269
1,10,C,H,H,14,0,2025-05-28--11h-38m-51s-839269
1,4,DB_H,H,H,14,1,2025-05-28--11h-38m-51s-839269
1,7,SB,H,H,14,0,2025-05-28--11h-38m-51s-839269
1,2,SB,H,H,14,0,2025-05-28--11h-38m-51s-839269
4,9,C,H,H,14,0,2025-05-28--11h-38m-51s-839269
4,12,C,H,H,14,0,2025-05-28--11h-38m-51s-839269
4,11,C,H,H,14,0,2025-05-28--11h-38m-51s-839269
4,10,C,H,H,14,0,2025-05-28--11h-38m-51s-839269
4,7,SB,H,H,14,0,2025-05-28--11h-38m-51s-839269
7,9,C,H,H,14,0,2025-05-28--11h-38m-51s-839269
7,12,C,H,H,14,0,2025-05-28--11h-38m-51s-839269
