timestamp,2,4,10,12,TT,TR,RT,RR
2025-05-20 10:39:20,294,97770,335,103131,615,4,4,0
2025-05-20 10:39:21,275,97489,315,102768,575,3,8,0
2025-05-20 10:39:22,281,97133,339,103263,652,4,5,0
2025-05-20 10:39:24,298,97208,322,102897,620,2,4,0
2025-05-20 10:39:25,265,97782,349,103395,593,2,4,0
2025-05-20 10:39:26,259,96950,319,103181,635,5,9,0
2025-05-20 10:39:27,282,97461,312,103326,607,2,3,0
2025-05-20 10:39:29,290,97647,324,104016,644,5,4,0
2025-05-20 10:39:30,272,97477,326,103252,633,5,2,0
2025-05-20 10:39:31,310,97530,327,103326,607,3,6,0
2025-05-20 10:39:32,254,97707,328,103073,629,2,4,0
2025-05-20 10:39:34,312,97683,310,103410,613,4,3,0
2025-05-20 10:39:35,269,97887,330,102561,621,1,6,0
2025-05-20 10:39:36,307,98016,323,104247,651,3,4,0
2025-05-20 10:39:37,291,97954,310,102908,600,1,7,0
2025-05-20 10:39:39,312,97254,358,103038,642,2,9,0
2025-05-20 10:39:40,288,97895,325,103030,661,3,7,0
2025-05-20 10:39:41,292,97689,339,103285,672,4,2,0
2025-05-20 10:39:43,322,97733,320,102788,604,1,6,0
2025-05-20 10:39:44,275,97399,298,103776,587,2,6,0
2025-05-20 10:39:45,289,97803,339,103404,687,3,2,0
2025-05-20 10:39:46,315,98004,349,103726,633,7,5,0
2025-05-20 10:39:48,312,97162,313,102913,607,2,7,0
2025-05-20 10:39:49,263,97676,324,103284,608,2,3,0
2025-05-20 10:39:50,314,97876,349,103309,645,3,6,0
2025-05-20 10:39:51,317,97998,355,102874,600,2,5,0
2025-05-20 10:39:53,285,98050,377,103180,605,5,5,0
2025-05-20 10:39:54,300,97702,307,103382,622,2,4,0
2025-05-20 10:39:55,276,97728,357,103284,651,5,9,0
2025-05-20 10:39:56,294,97715,329,103930,634,8,8,0
