delta_phi,theta,n,delta_phi_estimator_mean,delta_phi_estimator_variance
0.6440264939859076,0.7853981633974483,40,0.6314021293473853,0.035788662789950576
0.6471680866394974,0.7853981633974483,40,0.6348662708825538,0.03569985500700412
0.6503096792930873,0.7853981633974483,40,0.6383275258906032,0.03561303254587583
0.653451271946677,0.7853981633974483,40,0.6417859649815291,0.03552820282845587
0.6565928646002668,0.7853981633974483,40,0.6452416586152537,0.035445372329659164
0.6597344572538566,0.7853981633974483,40,0.6486946770817872,0.03536454663185129
0.6628760499074464,0.7853981633974483,40,0.6521450904831272,0.03528573047805961
0.6660176425610361,0.7853981633974483,40,0.6555929687168487,0.03520892782395019
0.669159235214626,0.7853981633974483,40,0.6590383814613303,0.03513414188855213
0.6723008278682158,0.7853981633974483,40,0.6624813981625719,0.03506137520371061
0.6754424205218056,0.7853981633974483,40,0.66592208802255,0.0349906296622598
0.6785840131753954,0.7853981633974483,40,0.6693605199890673,0.03492190656489841
0.6817256058289851,0.7853981633974483,40,0.6727967627470426,0.034855206665759586
0.6848671984825749,0.7853981633974483,40,0.6762308847111997,0.03479053021666734
0.6880087911361648,0.7853981633974483,40,0.6796629540200981,0.03472787701007313
0.6911503837897546,0.7853981633974483,40,0.6830930385314699,0.03466724642066449
0.6942919764433443,0.7853981633974483,40,0.6865212058188044,0.03460863744564707
0.6974335690969341,0.7853981633974483,40,0.6899475231691465,0.03455204874369061
0.7005751617505239,0.7853981633974483,40,0.6933720575820512,0.034497478672544934
0.7037167544041137,0.7853981633974483,40,0.6967948757696572,0.03444492532532084
0.7068583470577035,0.7853981633974483,40,0.7002160441578301,0.03439438656543925
0.7099999397112933,0.7853981633974483,40,0.7036356288883374,0.03434586006024665
0.7131415323648831,0.7853981633974483,40,0.7070536958220007,0.03429934331330603
0.7162831250184729,0.7853981633974483,40,0.7104703105427933,0.034254833695358866
0.7194247176720626,0.7853981633974483,40,0.7138855383628362,0.03421232847396671
0.7225663103256524,0.7853981633974483,40,0.7172994443282462,0.034171824841836895
0.7257079029792423,0.7853981633974483,40,0.7207120932258007,0.034133319943834395
0.7288494956328321,0.7853981633974483,40,0.7241235495903772,0.03409681090268368
0.7319910882864218,0.7853981633974483,40,0.7275338777131218,0.03406229484337553
0.7351326809400116,0.7853981633974483,40,0.7309431416503152,0.03402976891626941
0.7382742735936014,0.7853981633974483,40,0.7343514052328868,0.033999230318910834
0.7414158662471912,0.7853981633974483,40,0.7377587320765477,0.033970676316561255
0.7445574589007811,0.7853981633974483,40,0.7411651855924951,0.033944104261447894
0.7476990515543708,0.7853981633974483,40,0.7445708289986588,0.033919511610742914
0.7508406442079606,0.7853981633974483,40,0.7479757253314396,0.03389689594327361
0.7539822368615504,0.7853981633974483,40,0.7513799374579191,0.03387625497496882
0.7571238295151402,0.7853981633974483,40,0.754783528088488,0.03385758657304905
0.7602654221687299,0.7853981633974483,40,0.7581865597898634,0.033840888768967625
0.7634070148223198,0.7853981633974483,40,0.7615890949984616,0.033826159770098174
0.7665486074759096,0.7853981633974483,40,0.7649911960340838,0.033813397970185566
0.7696902001294994,0.7853981633974483,40,0.7683929251138832,0.03380260195855189
0.7728317927830891,0.7853981633974483,40,0.7717943443665752,0.03379377052807431
0.7759733854366789,0.7853981633974483,40,0.77519551584686,0.03378690268192297
0.7791149780902688,0.7853981633974483,40,0.7785965015500149,0.03378199763907397
0.7822565707438586,0.7853981633974483,40,0.7819973634266308,0.033779054838594
0.7853981633974483,0.7853981633974483,40,0.7853981633974481,0.03377807394270016
0.7885397560510381,0.7853981633974483,40,0.7887989633682657,0.03377905483859389
0.7916813487046279,0.7853981633974483,40,0.7921998252448816,0.033781997639073635
0.7948229413582177,0.7853981633974483,40,0.7956008109480366,0.03378690268192297
0.7979645340118074,0.7853981633974483,40,0.799001982428321,0.03379377052807442
0.8011061266653973,0.7853981633974483,40,0.8024034016810135,0.03380260195855178
0.8042477193189871,0.7853981633974483,40,0.8058051307608128,0.03381339797018512
0.8073893119725769,0.7853981633974483,40,0.8092072317964352,0.033826159770098285
0.8105309046261667,0.7853981633974483,40,0.8126097670050333,0.033840888768967625
0.8136724972797564,0.7853981633974483,40,0.8160127987064086,0.03385758657304927
0.8168140899333463,0.7853981633974483,40,0.8194163893369776,0.03387625497496838
0.8199556825869361,0.7853981633974483,40,0.822820601463457,0.03389689594327372
0.8230972752405259,0.7853981633974483,40,0.8262254977962379,0.033919511610742914
0.8262388678941156,0.7853981633974483,40,0.8296311412024011,0.033944104261447894
0.8293804605477054,0.7853981633974483,40,0.8330375947183488,0.033970676316561366
0.8325220532012952,0.7853981633974483,40,0.83644492156201,0.033999230318911056
0.8356636458548851,0.7853981633974483,40,0.8398531851445814,0.03402976891626919
0.8388052385084748,0.7853981633974483,40,0.8432624490817747,0.03406229484337542
0.8419468311620646,0.7853981633974483,40,0.8466727772045195,0.03409681090268346
0.8450884238156544,0.7853981633974483,40,0.8500842335690961,0.03413331994383395
0.8482300164692442,0.7853981633974483,40,0.8534968824666505,0.03417182484183723
0.8513716091228339,0.7853981633974483,40,0.8569107884320601,0.034212328473967046
0.8545132017764238,0.7853981633974483,40,0.8603260162521034,0.034254833695358866
0.8576547944300136,0.7853981633974483,40,0.8637426309728964,0.034299343313306085
0.8607963870836034,0.7853981633974483,40,0.867160697906559,0.03434586006024687
0.8639379797371931,0.7853981633974483,40,0.8705802826370665,0.03439438656543892
0.8670795723907829,0.7853981633974483,40,0.8740014510252395,0.03444492532532095
0.8702211650443727,0.7853981633974483,40,0.8774242692128453,0.0344974786725446
0.8733627576979626,0.7853981633974483,40,0.88084880362575,0.034552048743690666
0.8765043503515524,0.7853981633974483,40,0.8842751209760926,0.034608637445646795
